Scenario,Starting Portfolio,Starting Age,Horizon (Years),Depletion Risk (%),Survival Rate (%),Survival at 90 (%),Final Value Mean ($),Final Value Median ($),Mean Depletion Age,5% Worst Case Age
Underfunded Retirement (High Risk),300000,62,33,0.0,100.0,100.0,719122,392890,N/A,N/A
