Scenario,Starting Portfolio,Starting Age,Horizon (Years),Depletion Risk (%),Survival Rate (%),Survival at 90 (%),Final Value Mean ($),Final Value Median ($),Mean Depletion Age,5% Worst Case Age
Optimal Depletion Strategy (High Volatility),1000000,65,30,0.0,100.0,100.0,1382292,497780,N/A,N/A
